Sen,Jefferson,Sessions,R,SenatorSessions
Rep,Christopher,Shays,R,ShaysCongress
Rep,Janice,Schakowsky,D,janschakowsky
Rep,Michael,Simpson,R,CongMikeSimpson
Rep,Adam,Schiff,D,RepAdamSchiff
Rep,Bill,Shuster,R,RepBillShuster
Rep,John,Sullivan,R,USRepSullivan
Rep,David,Scott,D,repdavidscott
Rep,Jean,Schmidt,R,RepJeanSchmidt
Rep,Albio,Sires,D,Rep_Albio_Sires
Rep,Joseph,Sestak,D,JoeSestak
Rep,Zachary,Space,D,repzackspace
Rep,K. Jacqueline,Speier,D,repspeier
Rep,Aaron,Schock,R,repaaronschock
Rep,Kurt,Schrader,D,repschrader
Sen,Jeanne,Shaheen,D,JeanneShaheen
Rep,Robert,Schilling,R,RepSchilling
Rep,David,Schweikert,R,RepDavid
Rep,Tim,Scott,R,RepTimScott
Rep,William,Southerland,R,Rep_Southerland
Rep,Steven,Stivers,R,RepSteveStivers
Rep,Marlin,Stutzman,R,marlinstutzman
Rep,James,Scott,R,AustinScottGA08
Rep,Bennie,Thompson,D,BennieGThompson
Rep,Todd,Tiahrt,R,RepToddTiahrt
Rep,Edolphus,Towns,D,edtowns
Rep,Lee,Terry,R,LEETERRYNE
Sen,Patrick,Toomey,R,SenToomey
Rep,Nicola,Tsongas,D,ntsongas
Rep,Glenn,Thompson,R,CongressmanGT
Rep,Paul,Tonko,D,PaulTonko
Rep,Scott,Tipton,R,RepTipton
Rep,Frederick,Upton,R,RepFredUpton
Sen,Mark,Udall,D,MarkUdall
Sen,Tom,Udall,D,SenatorTomUdall
Rep,Peter,Visclosky,D,repvisclosky
Sen,David,Vitter,R,DavidVitter
Rep,Zach,Wamp,R,zachwamp
Rep,Maxine,Waters,D,MaxineWaters
Sen,Roger,Wicker,R,rogerwicker
Rep,Lynn,Woolsey,D,RepLynnWoolsey
Rep,Greg,Walden,R,repgregwalden
Rep,Anthony,Weiner,D,repweiner
Rep,Addison,Wilson,R,CongJoeWilson
Rep,Lynn,Westmoreland,R,repwestmoreland
Rep,Timothy,Walberg,R,RepWalberg
Rep,Charles,Wilson,D,RepCWilson
Rep,Robert,Wittman,R,RobWittman
Sen,Mark,Warner,D,MarkWarner
Rep,Allen,West,R,AllenWest
Rep,Frederica,Wilson,D,RepWilson
Rep,Steve,Womack,R,Rep_SteveWomack
Rep,Joe,Walsh,R,joewalsh8th
Rep,Donald,Young,R,repdonyoung
Rep,Kevin,Yoder,R,KevinYoder
Rep,Todd,Young,R,RepToddYoung
